State/Area,Year,Month,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area
Florida,2010,4,9099777,60.8,8111208,54.2,988569,10.9
Georgia,2010,4,4701086,64.6,4199284,57.7,501802,10.7
Hawaii,2010,4,643754,61.9,599835,57.7,43919,6.8
Idaho,2010,4,764012,65.7,696013,59.8,67999,8.9
Illinois,2010,4,6634091,67.1,5907874,59.8,726217,10.9
Indiana,2010,4,3181319,64.1,2849394,57.4,331925,10.4
Iowa,2010,4,1677557,71.1,1573836,66.7,103721,6.2
Kansas,2010,4,1501224,69.9,1395682,65.0,105542,7.0
Kentucky,2010,4,2063774,61.8,1847055,55.3,216719,10.5
Louisiana,2010,4,2083571,60.7,1931260,56.2,152311,7.3
Maine,2010,4,698248,65.0,638356,59.4,59892,8.6
Maryland,2010,4,3071526,68.4,2827499,63.0,244027,7.9
Massachusetts,2010,4,3480846,66.6,3193516,61.1,287330,8.3
Michigan,2010,4,4781950,62.0,4173309,54.1,608641,12.7
Minnesota,2010,4,2941579,71.6,2720784,66.2,220795,7.5
Mississippi,2010,4,1273382,57.1,1141411,51.2,131971,10.4
Missouri,2010,4,3044286,65.9,2752890,59.6,291396,9.6
Montana,2010,4,501897,64.6,464966,59.8,36931,7.4
Nebraska,2010,4,991039,71.4,943174,68.0,47865,4.8
Nevada,2010,4,1360595,65.6,1173507,56.6,187088,13.8
New Hampshire,2010,4,740408,70.4,693597,65.9,46811,6.3
New Jersey,2010,4,4569772,66.5,4122909,60.0,446863,9.8
New Mexico,2010,4,931382,59.5,857944,54.8,73438,7.9
New York,2010,4,9669447,63.0,8814800,57.5,854647,8.8
New York city,2010,4,3996188,61.1,3603964,55.1,392224,9.8
North Carolina,2010,4,4647554,63.7,4134333,56.7,513221,11.0
North Dakota,2010,4,377707,72.2,363391,69.5,14316,3.8
Ohio,2010,4,5901230,65.9,5269891,58.8,631339,10.7
Oklahoma,2010,4,1767216,62.3,1648598,58.1,118618,6.7
Oregon,2010,4,1990068,65.8,1773965,58.7,216103,10.9
Pennsylvania,2010,4,6364141,63.3,5829048,58.0,535093,8.4
Rhode Island,2010,4,572934,68.2,505463,60.1,67471,11.8
South Carolina,2010,4,2169966,60.8,1920582,53.8,249384,11.5
South Dakota,2010,4,442991,71.9,421101,68.3,21890,4.9
Tennessee,2010,4,3087199,62.8,2778857,56.5,308342,10.0
Texas,2010,4,12222661,65.9,11218075,60.5,1004586,8.2
Utah,2010,4,1353881,69.4,1245364,63.8,108517,8.0
Vermont,2010,4,360198,71.1,336797,66.5,23401,6.5
Virginia,2010,4,4159068,67.6,3845699,62.5,313369,7.5
Washington,2010,4,3463843,66.2,3146041,60.1,317802,9.2
West Virginia,2010,4,810822,54.7,740453,50.0,70369,8.7
Wisconsin,2010,4,3089354,69.8,2817875,63.6,271479,8.8
Wyoming,2010,4,302183,69.8,280341,64.7,21842,7.2
Alabama,2010,5,2211777,59.8,1983756,53.6,228021,10.3
Alaska,2010,5,361511,70.0,331982,64.2,29529,8.2
Arizona,2010,5,3108504,64.2,2785501,57.5,323003,10.4
Arkansas,2010,5,1355055,60.7,1249752,56.0,105303,7.8
California,2010,5,18391244,64.4,16101040,56.4,2290204,12.5
Los Angeles County,2010,5,4943708,64.6,4324255,56.5,619453,12.5
Colorado,2010,5,2717428,70.5,2471774,64.2,245654,9.0
Connecticut,2010,5,1910818,68.1,1727354,61.6,183464,9.6
Delaware,2010,5,435187,62.0,397214,56.6,37973,8.7
District of Columbia,2010,5,347407,69.0,313225,62.2,34182,9.8
Florida,2010,5,9128507,61.0,8141742,54.4,986765,10.8
Georgia,2010,5,4695916,64.5,4199284,57.6,496632,10.6
Hawaii,2010,5,646474,62.1,602624,57.9,43850,6.8
Idaho,2010,5,763624,65.6,696473,59.8,67151,8.8
Illinois,2010,5,6627042,67.0,5918616,59.9,708426,10.7
Indiana,2010,5,3183430,64.1,2856480,57.5,326950,10.3
Iowa,2010,5,1677764,71.1,1575622,66.8,102142,6.1
Kansas,2010,5,1500581,69.8,1396641,65.0,103940,6.9
Kentucky,2010,5,2063716,61.7,1851019,55.4,212697,10.3
Louisiana,2010,5,2088368,60.8,1934470,56.3,153898,7.4
Maine,2010,5,697946,65.0,638921,59.5,59025,8.5
Maryland,2010,5,3077202,68.5,2835458,63.1,241744,7.9
Massachusetts,2010,5,3481152,66.6,3198192,61.1,282960,8.1
Michigan,2010,5,4779667,61.9,4179998,54.1,599669,12.5
Minnesota,2010,5,2943440,71.6,2726065,66.3,217375,7.4
Mississippi,2010,5,1274962,57.2,1144100,51.3,130862,10.3
Missouri,2010,5,3043234,65.8,2754497,59.6,288737,9.5
Montana,2010,5,501975,64.5,465645,59.9,36330,7.2
Nebraska,2010,5,991699,71.4,944751,68.0,46948,4.7
Nevada,2010,5,1359713,65.5,1173032,56.5,186681,13.7
New Hampshire,2010,5,740470,70.4,694958,66.0,45512,6.1
New Jersey,2010,5,4568263,66.5,4125803,60.0,442460,9.7
New Mexico,2010,5,932501,59.6,859086,54.9,73415,7.9
New York,2010,5,9665480,63.0,8819490,57.5,845990,8.8
New York city,2010,5,3994390,61.0,3607200,55.1,387190,9.7
North Carolina,2010,5,4645967,63.6,4142800,56.7,503167,10.8
North Dakota,2010,5,378740,72.3,364640,69.6,14100,3.7
Ohio,2010,5,5892307,65.8,5276565,58.9,615742,10.4
Oklahoma,2010,5,1766844,62.2,1650772,58.1,116072,6.6
Oregon,2010,5,1992953,65.8,1778073,58.7,214880,10.8
Pennsylvania,2010,5,6363851,63.3,5836971,58.0,526880,8.3
Rhode Island,2010,5,573007,68.1,506076,60.2,66931,11.7
South Carolina,2010,5,2173188,60.9,1926827,54.0,246361,11.3
South Dakota,2010,5,443666,71.9,421758,68.4,21908,4.9
Tennessee,2010,5,3096008,62.9,2793510,56.8,302498,9.8
Texas,2010,5,12244873,65.9,11246029,60.6,998844,8.2
Utah,2010,5,1353095,69.2,1245042,63.7,108053,8.0
Vermont,2010,5,360279,71.1,337283,66.6,22996,6.4
Virginia,2010,5,4163253,67.6,3854150,62.6,309103,7.4
Washington,2010,5,3463335,66.1,3148394,60.1,314941,9.1
West Virginia,2010,5,811064,54.7,741736,50.1,69328,8.5
Wisconsin,2010,5,3086350,69.7,2821846,63.7,264504,8.6
Wyoming,2010,5,301985,69.7,280897,64.8,21088,7.0
Alabama,2010,6,2214822,59.8,1990063,53.7,224759,10.1
Alaska,2010,6,361350,69.8,332315,64.2,29035,8.0
Arizona,2010,6,3102036,64.0,2782917,57.4,319119,10.3
Arkansas,2010,6,1357180,60.7,1252284,56.0,104896,7.7
California,2010,6,18389824,64.3,16113195,56.4,2276629,12.4
Los Angeles County,2010,6,4945886,64.6,4328584,56.5,617302,12.5
Colorado,2010,6,2715479,70.4,2470389,64.1,245090,9.0
Connecticut,2010,6,1914097,68.2,1731412,61.7,182685,9.5
Delaware,2010,6,436637,62.1,398992,56.8,37645,8.6
District of Columbia,2010,6,347887,69.0,314012,62.3,33875,9.7
Florida,2010,6,9150806,61.1,8165455,54.5,985351,10.8
Georgia,2010,6,4692273,64.3,4199144,57.6,493129,10.5
Hawaii,2010,6,648687,62.2,604821,58.0,43866,6.8
Idaho,2010,6,762884,65.5,696497,59.8,66387,8.7
Illinois,2010,6,6615981,66.9,5925185,59.9,690796,10.4
Indiana,2010,6,3183185,64.1,2861326,57.6,321859,10.1
Iowa,2010,6,1676132,71.0,1575290,66.7,100842,6.0
Kansas,2010,6,1499954,69.8,1397316,65.0,102638,6.8
Kentucky,2010,6,2063356,61.6,1854264,55.4,209092,10.1
Louisiana,2010,6,2091461,60.8,1935671,56.3,155790,7.4
Maine,2010,6,697428,64.9,639223,59.5,58205,8.3
Maryland,2010,6,3081487,68.5,2841759,63.2,239728,7.8
Massachusetts,2010,6,3479736,66.4,3201063,61.1,278673,8.0
Michigan,2010,6,4776679,61.9,4184137,54.2,592542,12.4
Minnesota,2010,6,2943802,71.6,2729228,66.3,214574,7.3
Mississippi,2010,6,1309109,58.6,1179145,52.8,129964,9.9
Missouri,2010,6,3041931,65.8,2755633,59.6,286298,9.4
Montana,2010,6,501750,64.5,466046,59.9,35704,7.1
Nebraska,2010,6,992091,71.4,945979,68.1,46112,4.6
Nevada,2010,6,1358272,65.4,1172324,56.5,185948,13.7
New Hampshire,2010,6,740293,70.3,695944,66.1,44349,6.0
New Jersey,2010,6,4564190,66.4,4126170,60.0,438020,9.6
New Mexico,2010,6,932541,59.5,859355,54.8,73186,7.8
New York,2010,6,9654362,62.9,8817095,57.4,837267,8.7
New York city,2010,6,3989127,60.9,3607156,55.0,381971,9.6
North Carolina,2010,6,4639128,63.4,4147049,56.7,492079,10.6
North Dakota,2010,6,379417,72.4,365524,69.7,13893,3.7
Ohio,2010,6,5879456,65.6,5278705,58.9,600751,10.2
Oklahoma,2010,6,1765862,62.1,1652192,58.1,113670,6.4
Oregon,2010,6,1994048,65.8,1780620,58.8,213428,10.7
Pennsylvania,2010,6,6360595,63.2,5842888,58.1,517707,8.1
Rhode Island,2010,6,572722,68.0,506386,60.2,66336,11.6
South Carolina,2010,6,2175384,60.9,1931588,54.0,243796,11.2
South Dakota,2010,6,444123,72.0,422282,68.4,21841,4.9
Tennessee,2010,6,3101945,63.0,2804364,56.9,297581,9.6
Texas,2010,6,12259778,65.9,11267141,60.6,992637,8.1
Utah,2010,6,1351732,69.1,1244308,63.6,107424,7.9
Vermont,2010,6,360157,71.1,337576,66.6,22581,6.3
Virginia,2010,6,4165768,67.6,3861060,62.7,304708,7.3
Washington,2010,6,3461303,66.0,3148334,60.1,312969,9.0
West Virginia,2010,6,810955,54.7,742393,50.1,68562,8.5
Wisconsin,2010,6,3082609,69.6,2824115,63.7,258494,8.4
Wyoming,2010,6,301753,69.6,281308,64.9,20445,6.8
Alabama,2010,7,2215237,59.8,1992482,53.8,222755,10.1
Alaska,2010,7,361237,69.6,332532,64.1,28705,7.9
Arizona,2010,7,3094880,63.7,2779038,57.2,315842,10.2
Arkansas,2010,7,1358003,60.7,1253026,56.0,104977,7.7
California,2010,7,18384037,64.2,16113653,56.3,2270384,12.3
Los Angeles County,2010,7,4946267,64.6,4329176,56.5,617091,12.5
Colorado,2010,7,2713677,70.3,2467557,63.9,246120,9.1
Connecticut,2010,7,1916460,68.2,1734133,61.7,182327,9.5
Delaware,2010,7,437815,62.2,400363,56.9,37452,8.6
District of Columbia,2010,7,347929,68.9,314145,62.2,33784,9.7
Florida,2010,7,9169009,61.1,8181978,54.5,987031,10.8
Georgia,2010,7,4691252,64.2,4198521,57.5,492731,10.5
Hawaii,2010,7,650583,62.3,606535,58.1,44048,6.8
Idaho,2010,7,761967,65.3,696118,59.7,65849,8.6
Illinois,2010,7,6605960,66.8,5929180,59.9,676780,10.2
Indiana,2010,7,3180859,64.0,2863150,57.6,317709,10.0
Iowa,2010,7,1673866,70.9,1573698,66.6,100168,6.0
Kansas,2010,7,1499521,69.7,1397499,65.0,102022,6.8
Kentucky,2010,7,2063585,61.6,1856614,55.4,206971,10.0
Louisiana,2010,7,2092507,60.8,1934492,56.2,158015,7.6
Maine,2010,7,697027,64.9,639323,59.5,57704,8.3
Maryland,2010,7,3084531,68.5,2845807,63.2,238724,7.7
Massachusetts,2010,7,3478152,66.3,3202585,61.1,275567,7.9
Michigan,2010,7,4773819,61.8,4184857,54.2,588962,12.3
Minnesota,2010,7,2943204,71.5,2729891,66.3,213313,7.2
Mississippi,2010,7,1326873,59.4,1196962,53.6,129911,9.8
Missouri,2010,7,3041121,65.7,2756025,59.6,285096,9.4
Montana,2010,7,501304,64.4,466066,59.9,35238,7.0
Nebraska,2010,7,992335,71.4,946748,68.1,45587,4.6
Nevada,2010,7,1357070,65.3,1171332,56.4,185738,13.7
New Hampshire,2010,7,739936,70.3,696361,66.1,43575,5.9
New Jersey,2010,7,4559205,66.3,4124395,60.0,434810,9.5
New Mexico,2010,7,931590,59.4,858753,54.7,72837,7.8
New York,2010,7,9638270,62.7,8807520,57.3,830750,8.6
New York city,2010,7,3981631,60.7,3604179,55.0,377452,9.5
North Carolina,2010,7,4631078,63.2,4147718,56.6,483360,10.4
North Dakota,2010,7,379868,72.4,366120,69.8,13748,3.6
Ohio,2010,7,5866162,65.4,5277025,58.8,589137,10.0
Oklahoma,2010,7,1764974,62.0,1652848,58.1,112126,6.4
Oregon,2010,7,1994552,65.8,1781970,58.8,212582,10.7
Pennsylvania,2010,7,6357444,63.1,5846188,58.1,511256,8.0
Rhode Island,2010,7,572214,67.9,506297,60.1,65917,11.5
South Carolina,2010,7,2177246,60.9,1934931,54.1,242315,11.1
South Dakota,2010,7,444371,71.9,422617,68.4,21754,4.9
Tennessee,2010,7,3105034,63.0,2810185,57.0,294849,9.5
Texas,2010,7,12272590,65.9,11282344,60.6,990246,8.1
Utah,2010,7,1350000,68.9,1243121,63.4,106879,7.9
Vermont,2010,7,359881,71.0,337624,66.6,22257,6.2
Virginia,2010,7,4167097,67.6,3865710,62.7,301387,7.2
Washington,2010,7,3458973,65.9,3146426,60.0,312547,9.0
West Virginia,2010,7,810702,54.7,742317,50.1,68385,8.4
Wisconsin,2010,7,3079417,69.5,2824935,63.7,254482,8.3
Wyoming,2010,7,301585,69.5,281564,64.9,20021,6.6
Alabama,2010,8,2215825,59.7,1993456,53.8,222369,10.0
Alaska,2010,8,361349,69.5,332690,64.0,28659,7.9
Arizona,2010,8,3088178,63.5,2774664,57.1,313514,10.2
Arkansas,2010,8,1357870,60.6,1252260,55.9,105610,7.8
California,2010,8,18380281,64.2,16106916,56.2,2273365,12.4
Los Angeles County,2010,8,4946894,64.5,4327716,56.5,619178,12.5
Colorado,2010,8,2713080,70.2,2464356,63.7,248724,9.2
Connecticut,2010,8,1918237,68.2,1735650,61.7,182587,9.5
Delaware,2010,8,438620,62.3,401248,57.0,37372,8.5
District of Columbia,2010,8,347691,68.7,313803,62.0,33888,9.7
Florida,2010,8,9186214,61.1,8194731,54.5,991483,10.8
Georgia,2010,8,4693766,64.2,4198504,57.4,495262,10.6
Hawaii,2010,8,652315,62.4,607978,58.2,44337,6.8
Idaho,2010,8,761137,65.2,695586,59.6,65551,8.6
Illinois,2010,8,6600053,66.7,5933099,59.9,666954,10.1
Indiana,2010,8,3177460,63.9,2862980,57.6,314480,9.9
Iowa,2010,8,1672341,70.8,1572218,66.5,100123,6.0
Kansas,2010,8,1499329,69.7,1397291,64.9,102038,6.8
Kentucky,2010,8,2064904,61.6,1858381,55.4,206523,10.0
Louisiana,2010,8,2091887,60.7,1931705,56.0,160182,7.7
Maine,2010,8,697050,64.8,639483,59.5,57567,8.3
Maryland,2010,8,3087064,68.5,2848274,63.2,238790,7.7
Massachusetts,2010,8,3477864,66.3,3203993,61.0,273871,7.9
Michigan,2010,8,4754004,61.5,4183007,54.1,570997,12.0
Minnesota,2010,8,2942522,71.4,2728897,66.2,213625,7.3
Mississippi,2010,8,1336480,59.8,1205884,53.9,130596,9.8
Missouri,2010,8,3041423,65.7,2755882,59.5,285541,9.4
Montana,2010,8,500825,64.3,465795,59.8,35030,7.0
Nebraska,2010,8,992637,71.3,947230,68.1,45407,4.6
Nevada,2010,8,1356662,65.3,1170347,56.3,186315,13.7
New Hampshire,2010,8,739536,70.2,696314,66.1,43222,5.8
New Jersey,2010,8,4554955,66.2,4121586,59.9,433369,9.5
New Mexico,2010,8,930117,59.2,857660,54.6,72457,7.8
New York,2010,8,9621243,62.6,8794278,57.2,826965,8.6
New York city,2010,8,3974581,60.6,3600583,54.9,373998,9.4
North Carolina,2010,8,4625433,63.0,4146285,56.5,479148,10.4
North Dakota,2010,8,380313,72.4,366628,69.8,13685,3.6
Ohio,2010,8,5855186,65.3,5273622,58.8,581564,9.9
Oklahoma,2010,8,1764631,62.0,1653189,58.1,111442,6.3
Oregon,2010,8,1995295,65.7,1782838,58.7,212457,10.6
Pennsylvania,2010,8,6356859,63.1,5848142,58.0,508717,8.0
Rhode Island,2010,8,571663,67.8,505931,60.0,65732,11.5
South Carolina,2010,8,2179221,60.9,1937521,54.1,241700,11.1
South Dakota,2010,8,444504,71.9,422804,68.4,21700,4.9
Tennessee,2010,8,3105998,62.9,2811416,57.0,294582,9.5
Texas,2010,8,12287949,65.9,11294712,60.6,993237,8.1
Utah,2010,8,1348321,68.7,1241798,63.3,106523,7.9
Vermont,2010,8,359635,70.9,337553,66.5,22082,6.1
Virginia,2010,8,4168162,67.5,3868904,62.6,299258,7.2
Washington,2010,8,3457191,65.8,3143795,59.9,313396,9.1
West Virginia,2010,8,810504,54.6,741710,50.0,68794,8.5
Wisconsin,2010,8,3077502,69.4,2825260,63.7,252242,8.2
Wyoming,2010,8,301540,69.4,281736,64.9,19804,6.6
Alabama,2010,9,2216902,59.7,1993580,53.7,223322,10.1
Alaska,2010,9,361682,69.5,332846,63.9,28836,8.0
Arizona,2010,9,3082127,63.3,2770279,56.9,311848,10.1
Arkansas,2010,9,1357262,60.6,1250630,55.8,106632,7.9
California,2010,9,18378828,64.1,16097746,56.1,2281082,12.4
Los Angeles County,2010,9,4948434,64.5,4326130,56.4,622304,12.6
Colorado,2010,9,2713611,70.1,2461710,63.6,251901,9.3
Connecticut,2010,9,1919267,68.2,1736057,61.7,183210,9.5
Delaware,2010,9,439101,62.3,401788,57.0,37313,8.5
District of Columbia,2010,9,347532,68.5,313433,61.8,34099,9.8
Florida,2010,9,9203325,61.2,8206908,54.6,996417,10.8
Georgia,2010,9,4698525,64.2,4199495,57.4,499030,10.6
Hawaii,2010,9,653928,62.5,609279,58.2,44649,6.8
Idaho,2010,9,760571,65.1,695155,59.5,65416,8.6
Illinois,2010,9,6596284,66.6,5936658,59.9,659626,10.0
Indiana,2010,9,3173755,63.8,2862333,57.5,311422,9.8
Iowa,2010,9,1672191,70.7,1571768,66.5,100423,6.0
Kansas,2010,9,1499286,69.6,1396809,64.9,102477,6.8
Kentucky,2010,9,2066702,61.6,1859754,55.4,206948,10.0
Louisiana,2010,9,2090381,60.6,1928355,55.9,162026,7.8
Maine,2010,9,697492,64.8,639857,59.5,57635,8.3
Maryland,2010,9,3089416,68.4,2850163,63.1,239253,7.7
Massachusetts,2010,9,3478753,66.2,3205662,61.0,273091,7.9
Michigan,2010,9,4735269,61.3,4179731,54.1,555538,11.7
Minnesota,2010,9,2942201,71.4,2727753,66.2,214448,7.3
Mississippi,2010,9,1341711,60.0,1210162,54.1,131549,9.8
Missouri,2010,9,3042363,65.7,2755310,59.5,287053,9.4
Montana,2010,9,500372,64.2,465321,59.7,35051,7.0
Nebraska,2010,9,993061,71.3,947558,68.0,45503,4.6
Nevada,2010,9,1356846,65.2,1169573,56.2,187273,13.8
New Hampshire,2010,9,739060,70.1,695941,66.0,43119,5.8
New Jersey,2010,9,4552048,66.1,4118480,59.8,433568,9.5
New Mexico,2010,9,928535,59.0,856477,54.5,72058,7.8
New York,2010,9,9605787,62.4,8780710,57.1,825077,8.6
New York city,2010,9,3969585,60.4,3597978,54.8,371607,9.4
North Carolina,2010,9,4623661,62.9,4144357,56.4,479304,10.4
North Dakota,2010,9,380880,72.4,367203,69.8,13677,3.6
Ohio,2010,9,5846806,65.1,5270258,58.7,576548,9.9
Oklahoma,2010,9,1764391,61.9,1653363,58.0,111028,6.3
Oregon,2010,9,1996450,65.7,1783866,58.7,212584,10.6
Pennsylvania,2010,9,6358506,63.1,5850062,58.0,508444,8.0
Rhode Island,2010,9,571043,67.7,505366,60.0,65677,11.5
South Carolina,2010,9,2180881,60.9,1939615,54.1,241266,11.1
South Dakota,2010,9,444594,71.8,422872,68.3,21722,4.9
Tennessee,2010,9,3105987,62.9,2809706,56.9,296281,9.5
Texas,2010,9,12306687,65.9,11306167,60.5,1000520,8.1
Utah,2010,9,1346821,68.5,1240547,63.1,106274,7.9
Vermont,2010,9,359493,70.8,337459,66.5,22034,6.1
Virginia,2010,9,4169589,67.4,3871974,62.6,297615,7.1
Washington,2010,9,3456058,65.7,3141316,59.7,314742,9.1
West Virginia,2010,9,810266,54.6,740860,49.9,69406,8.6
Wisconsin,2010,9,3076543,69.3,2825612,63.7,250931,8.2
Wyoming,2010,9,301652,69.4,281862,64.9,19790,6.6
Alabama,2010,10,2217869,59.7,1993177,53.7,224692,10.1
Alaska,2010,10,362226,69.4,333152,63.9,29074,8.0
Arizona,2010,10,3076852,63.1,2766599,56.7,310253,10.1
Arkansas,2010,10,1356803,60.5,1249134,55.7,107669,7.9
California,2010,10,18378713,64.0,16092500,56.0,2286213,12.4
Los Angeles County,2010,10,4950288,64.5,4325771,56.3,624517,12.6
Colorado,2010,10,2714795,70.0,2460636,63.4,254159,9.4
Connecticut,2010,10,1919649,68.2,1735952,61.6,183697,9.6
Delaware,2010,10,439480,62.3,402336,57.0,37144,8.5
District of Columbia,2010,10,347817,68.4,313491,61.6,34326,9.9
Florida,2010,10,9215892,61.2,8216792,54.5,999100,10.8
Georgia,2010,10,4703944,64.2,4202054,57.4,501890,10.7
Hawaii,2010,10,655653,62.6,610770,58.3,44883,6.8
Idaho,2010,10,760364,65.0,695058,59.4,65306,8.6
Illinois,2010,10,6592116,66.5,5939556,59.9,652560,9.9
Indiana,2010,10,3170742,63.7,2863424,57.5,307318,9.7
Iowa,2010,10,1673392,70.7,1572819,66.5,100573,6.0
Kansas,2010,10,1499560,69.6,1396563,64.8,102997,6.9
Kentucky,2010,10,2068269,61.6,1861137,55.4,207132,10.0
Louisiana,2010,10,2089083,60.5,1925719,55.7,163364,7.8
Maine,2010,10,698162,64.9,640515,59.5,57647,8.3
Maryland,2010,10,3091736,68.4,2852813,63.1,238923,7.7
Massachusetts,2010,10,3480429,66.2,3208079,61.0,272350,7.8
Michigan,2010,10,4717673,61.0,4177199,54.0,540474,11.5
Minnesota,2010,10,2942469,71.3,2728215,66.1,214254,7.3
Mississippi,2010,10,1344467,60.1,1212089,54.2,132378,9.8
Missouri,2010,10,3043450,65.7,2755173,59.4,288277,9.5
Montana,2010,10,500038,64.1,464869,59.6,35169,7.0
Nebraska,2010,10,993816,71.3,948117,68.0,45699,4.6
Nevada,2010,10,1357352,65.2,1169345,56.2,188007,13.9
New Hampshire,2010,10,738460,70.0,695479,65.9,42981,5.8
New Jersey,2010,10,4551095,66.0,4116728,59.7,434367,9.5
New Mexico,2010,10,927187,58.9,855710,54.4,71477,7.7
New York,2010,10,9593183,62.3,8770596,57.0,822587,8.6
New York city,2010,10,3967015,60.3,3597685,54.7,369330,9.3
North Carolina,2010,10,4626410,62.9,4144561,56.3,481849,10.4
North Dakota,2010,10,381637,72.4,367989,69.8,13648,3.6
Ohio,2010,10,5840618,65.0,5269337,58.7,571281,9.8
Oklahoma,2010,10,1764070,61.9,1653719,58.0,110351,6.3
Oregon,2010,10,1998014,65.7,1786006,58.7,212008,10.6
Pennsylvania,2010,10,6362019,63.1,5854037,58.0,507982,8.0
Rhode Island,2010,10,570297,67.6,504726,59.9,65571,11.5
South Carolina,2010,10,2182059,60.8,1941633,54.1,240426,11.0
South Dakota,2010,10,444813,71.8,422952,68.3,21861,4.9
Tennessee,2010,10,3106786,62.8,2808210,56.8,298576,9.6
Texas,2010,10,12329159,65.9,11320132,60.5,1009027,8.2
Utah,2010,10,1345724,68.4,1239726,63.0,105998,7.9
Vermont,2010,10,359468,70.7,337452,66.4,22016,6.1
Virginia,2010,10,4172079,67.4,3876726,62.6,295353,7.1
Washington,2010,10,3455291,65.6,3139893,59.6,315398,9.1
West Virginia,2010,10,809927,54.6,740140,49.9,69787,8.6
Wisconsin,2010,10,3076209,69.3,2826902,63.6,249307,8.1
Wyoming,2010,10,301921,69.4,282034,64.9,19887,6.6
Alabama,2010,11,2217791,59.7,1992440,53.6,225351,10.2
Alaska,2010,11,362765,69.4,333546,63.8,29219,8.1
Arizona,2010,11,3072209,62.9,2763909,56.6,308300,10.0
Arkansas,2010,11,1356630,60.5,1248235,55.6,108395,8.0
California,2010,11,18376501,63.9,16093722,56.0,2282779,12.4
Los Angeles County,2010,11,4951379,64.4,4327135,56.3,624244,12.6
Colorado,2010,11,2715531,69.9,2461626,63.4,253905,9.4
Connecticut,2010,11,1919392,68.1,1735829,61.6,183563,9.6
Delaware,2010,11,439945,62.3,403158,57.1,36787,8.4
District of Columbia,2010,11,348530,68.4,314014,61.6,34516,9.9
Florida,2010,11,9239476,61.3,8241889,54.6,997587,10.8
Georgia,2010,11,4708019,64.2,4205813,57.4,502206,10.7
Hawaii,2010,11,657494,62.7,612571,58.4,44923,6.8
Idaho,2010,11,760441,64.9,695300,59.4,65141,8.6
Illinois,2010,11,6584845,66.4,5940621,59.9,644224,9.8
Indiana,2010,11,3168580,63.6,2867137,57.5,301443,9.5
Iowa,2010,11,1675189,70.8,1574964,66.5,100225,6.0
Kansas,2010,11,1499951,69.6,1396803,64.8,103148,6.9
Kentucky,2010,11,2069007,61.6,1862657,55.5,206350,10.0
Louisiana,2010,11,2088150,60.4,1924248,55.7,163902,7.8
Maine,2010,11,698775,64.9,641355,59.6,57420,8.2
Maryland,2010,11,3093338,68.4,2856158,63.1,237180,7.7
Massachusetts,2010,11,3482203,66.2,3211354,61.0,270849,7.8
Michigan,2010,11,4700743,60.8,4176364,54.0,524379,11.2
Minnesota,2010,11,2942990,71.3,2730889,66.1,212101,7.2
Mississippi,2010,11,1345720,60.1,1212871,54.2,132849,9.9
Missouri,2010,11,3043917,65.7,2755917,59.4,288000,9.5
Montana,2010,11,499828,64.0,464588,59.5,35240,7.1
Nebraska,2010,11,994951,71.4,949114,68.1,45837,4.6
Nevada,2010,11,1357786,65.2,1169711,56.2,188075,13.9
New Hampshire,2010,11,737754,69.9,695164,65.8,42590,5.8
New Jersey,2010,11,4551441,66.0,4117046,59.7,434395,9.5
New Mexico,2010,11,926179,58.8,855573,54.3,70606,7.6
New York,2010,11,9581746,62.2,8764573,56.9,817173,8.5
New York city,2010,11,3965886,60.3,3599745,54.7,366141,9.2
North Carolina,2010,11,4631812,62.9,4147506,56.3,484306,10.5
North Dakota,2010,11,382500,72.5,368950,69.9,13550,3.5
Ohio,2010,11,5834361,65.0,5271037,58.7,563324,9.7
Oklahoma,2010,11,1763618,61.8,1654525,58.0,109093,6.2
Oregon,2010,11,1999456,65.6,1789598,58.8,209858,10.5
Pennsylvania,2010,11,6365866,63.1,5860034,58.1,505832,7.9
Rhode Island,2010,11,569337,67.5,504107,59.8,65230,11.5
South Carolina,2010,11,2182565,60.8,1943658,54.1,238907,10.9
South Dakota,2010,11,445167,71.8,423105,68.2,22062,5.0
Tennessee,2010,11,3109113,62.8,2809060,56.8,300053,9.7
Texas,2010,11,12352386,65.9,11337423,60.5,1014963,8.2
Utah,2010,11,1345016,68.2,1239409,62.9,105607,7.9
Vermont,2010,11,359473,70.7,337528,66.4,21945,6.1
Virginia,2010,11,4175447,67.4,3883599,62.7,291848,7.0
Washington,2010,11,3453762,65.5,3139343,59.6,314419,9.1
West Virginia,2010,11,809442,54.5,739736,49.8,69706,8.6
Wisconsin,2010,11,3075716,69.2,2829157,63.7,246559,8.0
Wyoming,2010,11,302247,69.5,282256,64.9,19991,6.6
Alabama,2010,12,2216409,59.6,1991718,53.6,224691,10.1
Alaska,2010,12,363140,69.3,333936,63.8,29204,8.0
Arizona,2010,12,3067605,62.8,2762374,56.5,305231,10.0
Arkansas,2010,12,1356570,60.4,1247898,55.6,108672,8.0
California,2010,12,18370136,63.8,16100812,56.0,2269324,12.4
Los Angeles County,2010,12,4951137,64.4,4329985,56.3,621152,12.5
Colorado,2010,12,2715890,69.8,2464572,63.4,251318,9.3
Connecticut,2010,12,1918366,68.0,1735774,61.6,182592,9.5
